,cd,nr_publications,source
170,0.72,462,dim_pubmed
171,0.73,1235,dim_pubmed
172,0.74,580,dim_pubmed
173,0.75,5645,dim_pubmed
174,0.76,577,dim_pubmed
175,0.77,701,dim_pubmed
176,0.78,1137,dim_pubmed
177,0.79,607,dim_pubmed
178,0.8,3174,dim_pubmed
179,0.81,530,dim_pubmed
180,0.82,763,dim_pubmed
181,0.83,2121,dim_pubmed
182,0.84,334,dim_pubmed
183,0.85,578,dim_pubmed
184,0.86,1433,dim_pubmed
185,0.87,336,dim_pubmed
186,0.88,1109,dim_pubmed
187,0.89,820,dim_pubmed
188,0.9,643,dim_pubmed
189,0.91,522,dim_pubmed
190,0.92,572,dim_pubmed
191,0.93,430,dim_pubmed
192,0.94,366,dim_pubmed
193,0.95,296,dim_pubmed
194,0.96,229,dim_pubmed
195,0.97,156,dim_pubmed
196,0.98,95,dim_pubmed
197,0.99,32,dim_pubmed
198,1.0,4352156,dim_pubmed
